name,address,zipcode,price_low,price_high,layout,amenities,link,phone_number
5600 N Sheridan Rd Unit FL1-ID1084,"5600 N Sheridan Rd Unit FL1-ID1084, Chicago, IL",60660,"$1,600","$1,600","1 Bed, 1 Bath, 497 sq ft",,https://www.apartments.com/5600-n-sheridan-rd-chicago-il-unit-fl1-id1084/tgev7wc/,(872) 704-8509
225 N Elizabeth St Unit FL20-ID1100,"225 N Elizabeth St Unit FL20-ID1100, Chicago, IL",60607,"$2,050","$2,050","1 Bed, 1 Bath, 661 sq ft",,https://www.apartments.com/225-n-elizabeth-st-chicago-il-unit-fl20-id1100/6jf6vgs/,(872) 250-4297
1212 S Michigan Ave Unit FL16-ID1117,"1212 S Michigan Ave Unit FL16-ID1117, Chicago, IL",60605,"$1,880","$1,880","2 Beds, 2 Baths, 968 sq ft",,https://www.apartments.com/1212-s-michigan-ave-chicago-il-unit-fl16-id1117/79pc94w/,(872) 295-7567
165 N Desplaines St Unit FL5-ID1138,"165 N Desplaines St Unit FL5-ID1138, Chicago, IL",60661,"$2,730","$2,730","2 Beds, 2 Baths, 927 sq ft",,https://www.apartments.com/165-n-desplaines-st-chicago-il-unit-fl5-id1138/j8rr036/,(872) 296-7963
505 N State St Unit FL20-ID1143,"505 N State St Unit FL20-ID1143, Chicago, IL",60654,"$2,280","$2,280","2 Beds, 2 Baths, 1,046 sq ft",,https://www.apartments.com/505-n-state-st-chicago-il-unit-fl20-id1143/29xe1mc/,(872) 246-8916
311 W Illinois St Unit FL15-ID1134,"311 W Illinois St Unit FL15-ID1134, Chicago, IL",60654,"$1,820","$1,820","1 Bed, 1 Bath, 752 sq ft",,https://www.apartments.com/311-w-illinois-st-chicago-il-unit-fl15-id1134/rj64rf0/,(872) 328-7684
2911 N Mildred Ave Unit R2,"2911 N Mildred Ave Unit R2, Chicago, IL",60657,"$1,595","$1,595","Studio, 1 Bath, 400 sq ft",,https://www.apartments.com/2911-n-mildred-ave-chicago-il-unit-r2/kn992vc/,(872) 224-4339
1515 N Fremont St Unit FL5-ID304,"1515 N Fremont St Unit FL5-ID304, Chicago, IL",60642,"$1,540","$1,540","Studio, 1 Bath, 438 sq ft",,https://www.apartments.com/1515-n-fremont-st-chicago-il-unit-fl5-id304/7f66x3x/,(773) 917-0116
676 N La Salle Dr Unit FL7-ID323,"676 N La Salle Dr Unit FL7-ID323, Chicago, IL",60654,"$3,570","$3,570","3 Beds, 2.5 Baths, 1,461 sq ft",,https://www.apartments.com/676-n-la-salle-dr-chicago-il-unit-fl7-id323/b11w85c/,(773) 537-4102
2340 N California Ave Unit FL5-ID479,"2340 N California Ave Unit FL5-ID479, Chicago, IL",60647,"$2,660","$2,660","1 Bed, 1 Bath, 700 sq ft",,https://www.apartments.com/2340-n-california-ave-chicago-il-unit-fl5-id479/glyt8wy/,(872) 253-8623
625 W Division St Unit FL5-ID580,"625 W Division St Unit FL5-ID580, Chicago, IL",60610,"$2,520","$2,520","2 Beds, 2 Baths, 979 sq ft",,https://www.apartments.com/625-w-division-st-chicago-il-unit-fl5-id580/0h125p2/,(872) 219-1793
5050 N Broadway Unit FL3-ID380,"5050 N Broadway Unit FL3-ID380, Chicago, IL",60640,"$1,950","$1,950","1 Bed, 1 Bath, 620 sq ft",,https://www.apartments.com/5050-n-broadway-chicago-il-unit-fl3-id380/5e8ffdm/,(872) 278-5146
4346 N Honore St Unit FL4-ID400,"4346 N Honore St Unit FL4-ID400, Chicago, IL",60613,"$3,410","$3,410","2 Beds, 2 Baths, 1,025 sq ft",,https://www.apartments.com/4346-n-honore-st-chicago-il-unit-fl4-id400/x9pz0pp/,(872) 217-4318
1647 N Milwaukee Ave Unit FL5-ID662,"1647 N Milwaukee Ave Unit FL5-ID662, Chicago, IL",60647,"$2,920","$2,920","1 Bed, 1 Bath, 731 sq ft",,https://www.apartments.com/1647-n-milwaukee-ave-chicago-il-unit-fl5-id662/61gpjfr/,(872) 282-5230
1407 S Michigan Ave Unit FL12-ID856,"1407 S Michigan Ave Unit FL12-ID856, Chicago, IL",60605,"$1,900","$1,900","Studio, 1 Bath, 446 sq ft",,https://www.apartments.com/1407-s-michigan-ave-chicago-il-unit-fl12-id856/xdgcddq/,(773) 309-4292
913 W School St Unit FL3-ID939,"913 W School St Unit FL3-ID939, Chicago, IL",60657,"$2,030","$2,030","1 Bed, 1 Bath, 770 sq ft",,https://www.apartments.com/913-w-school-st-chicago-il-unit-fl3-id939/xylfeqp/,(872) 259-4324
1401 S State St Unit FL7-ID1018,"1401 S State St Unit FL7-ID1018, Chicago, IL",60605,"$2,530","$2,530","2 Beds, 2 Baths, 1,049 sq ft",,https://www.apartments.com/1401-s-state-st-chicago-il-unit-fl7-id1018/ls57vlf/,(866) 806-2790
5752-58 N Winthrop Ave.,"5752-5758 N Winthrop Ave, Chicago, IL",60660,"$2,400","$2,400",2 Beds,,https://www.apartments.com/5752-58-n-winthrop-ave-chicago-il/gl9s1yx/,
Bishop Street Lofts,"1822-1834 S Bishop St, Chicago, IL",60608,"$1,950","$2,250",1-2 Beds,,https://www.apartments.com/bishop-street-lofts-chicago-il/2gblt2b/,
2405 W Hutchinson St,"2405 W Hutchinson St, Chicago, IL",60618,"$1,695","$2,295",Studio - 1 Bed,,https://www.apartments.com/2405-w-hutchinson-chicago-il/4x1fhrh/,
Berteau Manor,"1604-1608 W Berteau Ave, Chicago, IL",60613,"$1,500","$1,500",Studio - 2 Beds,,https://www.apartments.com/berteau-manor-chicago-il/4kxrmzh/,
1412 N Ashland Ave,"1412 N Ashland Ave, Chicago, IL",60622,"$2,200","$2,200",1 Bed,,https://www.apartments.com/1412-n-ashland-ave-chicago-il/l628dvg/,
5440-42 N Winthrop Ave,"5440-5442 N Winthrop Ave, Chicago, IL",60640,"$1,700","$1,700",1 Bed,,https://www.apartments.com/5440-42-n-winthrop-ave-chicago-il/6y3beys/,
The Chatelaine,"215 E Chestnut St, Chicago, IL",60611,Call for Rent,Call for Rent,1-4 Beds,,https://www.apartments.com/the-chatelaine-chicago-il/c3kpnld/,
Green Manor,"4435 N Greenview Ave, Chicago, IL",60640,"$1,280","$1,280",Studio - 1 Bed,,https://www.apartments.com/green-manor-chicago-il/90kty76/,
Park Shores,"4304 N Sheridan Rd, Chicago, IL",60613,"$1,400","$1,525",1-3 Beds,,https://www.apartments.com/park-shores-chicago-il/byr3828/,
Sheridan Shores,"640 W Sheridan Rd, Chicago, IL",60613,"$1,300","$1,665",Studio - 2 Beds,,https://www.apartments.com/sheridan-shores-chicago-il/77skx3y/,
1509 N Western Ave,"1509 N Western Ave, Chicago, IL",60622,"$2,695","$2,895",2 Beds,,https://www.apartments.com/1509-n-western-chicago-il/b8pwmg9/,
Pilsen Coliving,"1831 S Racine Ave, Chicago, IL",60608,"$1,025","$1,315",4-6 Beds,,https://www.apartments.com/pilsen-coliving-chicago-il/cj6dpeg/,
The Pelham,"326-334 W Dickens Ave, Chicago, IL",60614,"$1,735","$2,295",1-3 Beds,,https://www.apartments.com/the-pelham-chicago-il/9fvygn5/,
Terrace 459,"459 W Division St, Chicago, IL",60610,"$1,628","$1,890",1-2 Beds,,https://www.apartments.com/terrace-459-chicago-il/tjx89dc/,
Elm 551 at Parkside,"551 W Elm St, Chicago, IL",60610,"$1,313","$2,205",Studio - 2 Beds,,https://www.apartments.com/elm-551-at-parkside-chicago-il/zlw0c1w/,
1027 W Touhy Ave,"1027 W Touhy Ave, Park Ridge, IL",60068,"$1,650","$1,900",1-2 Beds,,https://www.apartments.com/1027-w-touhy-ave-park-ridge-il/v4yg00d/,
18 E. Elm,"18 E Elm St, Chicago, IL",60611,"$1,335","$1,335",Studio,,https://www.apartments.com/18-e-elm-chicago-il/p4nbn7v/,
Lakeside 800,"800-808 N State St, Chicago, IL",60610,Call for Rent,Call for Rent,1-3 Beds,,https://www.apartments.com/lakeside-800-chicago-il/d2tfgxl/,
Onyx on Carmen,"915 W Carmen Ave, Chicago, IL",60640,"$1,075","$1,250",Studio,,https://www.apartments.com/onyx-on-carmen-chicago-il/1c5k1h7/,
Kenmore 6138-6142,"6138 N Kenmore Ave, Chicago, IL",60660,"$3,995","$3,995",4 Beds,,https://www.apartments.com/kenmore-6138-6142-chicago-il/dsk4c5j/,
Winthrop Place,"6124 N Winthrop Ave, Chicago, IL",60660,"$1,210","$1,210",Studio - 1 Bed,,https://www.apartments.com/winthrop-place-chicago-il/nz29g2q/,
5427 S. Greenwood,"5427-5429 S Greenwood Ave, Chicago, IL",60615,"$2,595","$4,412",4 Beds,,https://www.apartments.com/5427-s-greenwood-chicago-il/4gcdb2l/,
500 W. Belmont,"500 W Belmont Ave, Chicago, IL",60657,"$1,551","$1,551",Studio,,https://www.apartments.com/500-w-belmont-chicago-il/qq0bl8w/,
5528 S. Cornell Avenue,"5528-32-5532 S Cornell Ave, Chicago, IL",60637,Call for Rent,Call for Rent,Studio - 2 Beds,,https://www.apartments.com/5528-s-cornell-avenue-chicago-il/jc8ket6/,
3341-3343 N Clark,"3343 N Clark St, Chicago, IL",60657,"$3,000","$3,000",2 Beds,,https://www.apartments.com/3341-3343-n-clark-chicago-il/psm07kv/,
116-120 Chestnut Properties,"116-120 W Chestnut St, Chicago, IL",60610,"$7,000","$7,000",4 Beds,,https://www.apartments.com/116-120-chestnut-properties-chicago-il/1rvjzv5/,
The Leo,"741 N Wells St, Chicago, IL",60654,"$3,387","$3,387",1 Bed,,https://www.apartments.com/the-leo-chicago-il/ezzb8hp/,
537 W. Melrose,"537 W Melrose St, Chicago, IL",60657,"$1,389","$1,862",Studio - 1 Bed,,https://www.apartments.com/537-w-melrose-chicago-il/q84bw5w/,
5500 W 55th St,"5500 W 55th St, Chicago, IL",60638,"$1,350","$1,350",1 Bed,,https://www.apartments.com/5500-w-55th-st-chicago-il/yyhtk4r/,
5118  S. Greenwood,"5118-5120 S Greenwood Ave, Chicago, IL",60615,"$3,395","$5,772",4 Beds,,https://www.apartments.com/5118-s-greenwood-chicago-il/9ewt765/,
515 W. Barry,"515 W Barry Ave, Chicago, IL",60657,"$1,468","$1,864",Studio - 1 Bed,,https://www.apartments.com/515-w-barry-chicago-il/xlvdjvq/,
25 E. Delaware,"25 E Delaware Pl, Chicago, IL",60611,"$2,095","$2,095",1 Bed,,https://www.apartments.com/25-e-delaware-chicago-il/nx82edn/,
320 N. Michigan,"320 N Michigan Ave, Chicago, IL",60601,"$2,155","$5,000",1 Bed,,https://www.apartments.com/320-n-michigan-chicago-il/tee0p48/,
West Grace Street,"4355 W Grace St, Chicago, IL",60641,"$1,695","$1,695",1 Bed,,https://www.apartments.com/west-grace-street-chicago-il/rwf60t0/,
The Blackwood,"5200 S Blackstone Ave, Chicago, IL",60615,"$1,595","$3,840",1-2 Beds,,https://www.apartments.com/the-blackwood-chicago-il/eddsdwm/,
3045 W Fullerton Ave,"3045 W Fullerton Ave, Chicago, IL",60647,"$2,335","$2,500",2 Beds,,https://www.apartments.com/3045-w-fullerton-chicago-il/ebmsbdp/,
544 W. Melrose,"544 W Melrose St, Chicago, IL",60657,"$1,344","$1,927",Studio - 1 Bed,,https://www.apartments.com/544-w-melrose-chicago-il/my9lxll/,
Astor House,"1340 N Astor St, Chicago, IL",60610,Call for Rent,Call for Rent,1-2 Beds,,https://www.apartments.com/astor-house-chicago-il/cshqdye/,
5326-5336 S. Greenwood Avenue,"5326-5336 S Greenwood Ave, Chicago, IL",60615,"$1,650","$5,415",1-4 Beds,,https://www.apartments.com/5326-5336-s-greenwood-avenue-chicago-il/j19qtr5/,
2850 N. Sheridan,"2850 N Sheridan Rd, Chicago, IL",60657,"$4,995","$4,995",1 Bed,,https://www.apartments.com/2850-n-sheridan-chicago-il/c6eknrd/,
5222-38 S. Drexel Avenue,"5222-5238 S Drexel Ave, Chicago, IL",60615,"$1,650","$3,590",1-3 Beds,,https://www.apartments.com/5222-38-s-drexel-avenue-chicago-il/evhgjrp/,
2740 N Spaulding Ave,"2740 N Spaulding Ave, Chicago, IL",60647,"$2,595","$2,695",2 Beds,,https://www.apartments.com/2740-n-spaulding-ave-chicago-il/6pz13gs/,
656 W Belden Ave,"656 W Belden Ave, Chicago, IL",60614,"$1,900","$2,050",2 Beds,,https://www.apartments.com/656-w-belden-ave-chicago-il/rz2wfe1/,
Grace Shores,"639-655 W Grace St, Chicago, IL",60613,"$1,150","$1,750",Studio - 1 Bed,,https://www.apartments.com/grace-shores-chicago-il/m9jsg9k/,
9126 S Buffalo Ave,"9126 S Buffalo Ave, Chicago, IL",60617,Call for Rent,Call for Rent,1 Bed,,https://www.apartments.com/9126-s-buffalo-ave-chicago-il/tgk4vvb/,
5715-5725 S. Kimbark Avenue,"5715-5725 S Kimbark Ave, Chicago, IL",60661,"$3,195","$6,291",2-6 Beds,,https://www.apartments.com/5715-5725-s-kimbark-avenue-chicago-il/r4ev7m0/,
634 - 42 W. Cornelia,"634 W CORNELIA Ave, Chicago, IL",60657,"$1,732","$1,817",1 Bed,,https://www.apartments.com/634-42-w-cornelia-chicago-il/f6vytqt/,
5487-5491 S. Hyde Park Boulevard,"5487-5491 S Hyde Park Blvd, Chicago, IL",60615,"$3,695","$6,282",3-7 Beds,,https://www.apartments.com/5487-5491-s-hyde-park-boulevard-chicago-il/h26m5s3/,
20 E Scott St,"20 E Scott St, Chicago, IL",60610,"$1,705","$2,149",Studio - 1 Bed,,https://www.apartments.com/20-e-scott-chicago-il/jq01xe4/,
1432 W 21st St,"1432 W 21st St, Chicago, IL",60608,"$2,295","$4,095",2-4 Beds,,https://www.apartments.com/1432-w-21st-st-chicago-il/qx94h0w/,
Harry Frank Building - 1938 W Lawrence Ave,"1938 W Lawrence Ave, Chicago, IL",60640,"$2,611","$2,939",3 Beds,,https://www.apartments.com/harry-frank-building-1938-w-lawrence-ave-chicago-il/37vbtdd/,
Wicker Park Connection,"1640 W Division St, Chicago, IL",60622,"$2,095","$2,095",Studio,,https://www.apartments.com/wicker-park-connection-chicago-il/mfwhc9l/,
1637 W Chicago Ave,"1637 W Chicago Ave, Chicago, IL",60622,"$2,645","$2,645",2 Beds,,https://www.apartments.com/1637-w-chicago-ave-chicago-il/q25spbx/,
6437 N Wayne Ave,"6437 N Wayne Ave, Chicago, IL",60626,"$2,775","$4,625",3-5 Beds,,https://www.apartments.com/6437-n-wayne-ave-chicago-il/c113rcg/,
The Dylan Chicago,"160 N Morgan St, Chicago, IL",60607,"$2,225","$4,910",Studio - 2 Beds,,https://www.apartments.com/the-dylan-chicago-chicago-il/blj2c49/,
4725 N Western Ave,"4725 N Western Ave, Chicago, IL",60625,"$2,495","$3,395",2 Beds,,https://www.apartments.com/4725-n-western-ave-chicago-il/xy8w5fp/,
441 W. Oakdale,"441 W Oakdale Ave, Chicago, IL",60657,"$1,598","$2,148",Studio - 1 Bed,,https://www.apartments.com/441-w-oakdale-chicago-il/j7yrp66/,
1049 West Oakdale Apartments,"1049 W Oakdale Ave, Chicago, IL",60657,"$1,301","$1,472",Studio,,https://www.apartments.com/1049-west-oakdale-apartments-chicago-il/rnj8gx3/,
Mayne Annex,"1334-1336 W Morse Ave, Chicago, IL",60626,"$1,950","$2,942",1-2 Beds,,https://www.apartments.com/mayne-annex-chicago-il/m7fpq0l/,
455 W. Wellington,"455 W Wellington Ave, Chicago, IL",60657,"$1,449","$1,838",Studio - 1 Bed,,https://www.apartments.com/455-w-wellington-chicago-il/hj5gyn2/,
Paramour,"4850-4858 S Drexel Blvd, Chicago, IL",60615,Call for Rent,Call for Rent,1-2 Beds,,https://www.apartments.com/paramour-chicago-il/7gp02ex/,
Sheffield Lofts - 3110 N Sheffield Ave,"3110 N Sheffield Ave, Chicago, IL",60657,"$2,651","$3,457",1 Bed,,https://www.apartments.com/sheffield-lofts-3110-n-sheffield-ave-chicago-il/5d21fmq/,
Clarendon Shores,"4750 N Clarendon Ave, Chicago, IL",60640,"$1,385","$1,495",Studio - 2 Beds,,https://www.apartments.com/clarendon-shores-chicago-il/lg6w4kd/,
Wilson Court - 1901 W Wilson Ave,"1901-1907 W Wilson Ave, Chicago, IL",60640,"$1,798","$2,078",2 Beds,,https://www.apartments.com/wilson-court-1901-w-wilson-ave-chicago-il/kvrprpb/,
Lincoln Square Commons - 4759 N Maplewood Ave,"4759 N Maplewood Ave, Chicago, IL",60625,"$1,739","$2,099",1 Bed,,https://www.apartments.com/lincoln-square-commons-4759-n-maplewood-ave-chicago-il/zkc4w4x/,
Solstice on the Park,"1616 E 56th St, Chicago, IL",60637,"$2,450","$5,990",1-3 Beds,,https://www.apartments.com/solstice-on-the-park-chicago-il/v2f4lpe/,
1405 N Wells St,"1405 N Wells St, Chicago, IL",60610,"$2,699","$2,699",2 Beds,,https://www.apartments.com/1405-n-wells-st-chicago-il/7htvk8z/,
Discover Comfortable Living at Barry Quad!,"835-864 W Barry Ave, Chicago, IL",60657,"$2,675","$2,725",2 Beds,,https://www.apartments.com/discover-comfortable-living-at-barry-quad-chicago-il/hfbvre1/,
The June,"5155 N Broadway Ave, Chicago, IL",60640,"$1,695","$1,695",1 Bed,,https://www.apartments.com/the-june-chicago-il/xbvjs8n/,
1124 W Wilson Ave,"1124 W Wilson Ave, Chicago, IL",60640,"$1,300","$1,338",Studio,,https://www.apartments.com/1124-w-wilson-avenue-chicago-il/8zynbv0/,
1036 N. Dearborn,"1036 N Dearborn St, Chicago, IL",60610,"$1,445","$4,995",Studio,,https://www.apartments.com/1036-n-dearborn-chicago-il/wgcrbsk/,
516 W Arlington Place,"516-518 W Arlington Pl, Chicago, IL",60614,"$5,200","$6,400",4 Beds,,https://www.apartments.com/516-w-arlington-place-chicago-il/b08fj49/,
632-42 W Addison,"632-644 W Addison St, Chicago, IL",60613,"$1,673","$1,864",1 Bed,,https://www.apartments.com/632-42-w-addison-chicago-il/seecp04/,
55 W. Chestnut,"55 W Chestnut St, Chicago, IL",60610,"$1,901","$2,174",1 Bed,,https://www.apartments.com/55-w-chestnut-chicago-il/l38y9ge/,
426 W. Surf,"426 W Surf St, Chicago, IL",60657,"$1,645","$1,645",1 Bed,,https://www.apartments.com/426-w-surf-chicago-il/1r9z1s4/,
350 W Oakdale Ave,"350 W Oakdale Ave, Chicago, IL",60657,"$1,498","$2,127",Studio - 1 Bed,,https://www.apartments.com/350-w-oakdale-chicago-il/2wbesyb/,
1000 N. LaSalle,"1000-1030 N LaSalle Dr, Chicago, IL",60610,"$1,645","$2,153",Studio - 1 Bed,,https://www.apartments.com/1000-n-lasalle-chicago-il/qjlvtpx/,
Maple Court,"1120-1126 E 47th St, Chicago, IL",60653,"$1,325","$3,190",Studio - 2 Beds,,https://www.apartments.com/maple-court-chicago-il/m0lb2yk/,
Millennium Park Plaza,"151-155 N Michigan Ave, Chicago, IL",60601,"$1,995","$1,995",1 Bed,,https://www.apartments.com/millennium-park-plaza-chicago-il/ght7dvw/,
6211 N Kenmore Ave,"6211 N Kenmore Ave, Chicago, IL",60660,"$1,250","$1,550",Studio - 1 Bed,,https://www.apartments.com/6211-n-kenmore-chicago-il/7grprfw/,
8109 S Ashland Ave,"8109 S Ashland Ave, Chicago, IL",60620,Call for Rent,Call for Rent,2 Beds,,https://www.apartments.com/8109-s-ashland-ave-chicago-il/tngnjl9/,
2630 N. Hampden,"2628-2634 N Hampden Ct, Chicago, IL",60614,"$1,374","$1,954",Studio - 1 Bed,,https://www.apartments.com/2630-n-hampden-chicago-il/68e9gzt/,
3510 N. Pine Grove,"3510 N Pine Grove Ave, Chicago, IL",60657,"$1,421","$1,837",Studio - 1 Bed,,https://www.apartments.com/3510-n-pine-grove-chicago-il/h3n3xm2/,
244 E. Pearson St,"244 E. Pearson St, Chicago, IL",60611,"$1,695","$1,695",Studio,,https://www.apartments.com/244-e-pearson-chicago-il/48l6vsl/,
3838 N. Broadway,"3838 N Broadway, Chicago, IL",60613,"$1,595","$1,895",1 Bed,,https://www.apartments.com/3838-n-broadway-chicago-il/29wh50b/,
4351 S Honore St,"4351 S Honore St, Chicago, IL",60609,"$1,195","$1,195",2 Beds,,https://www.apartments.com/4351-s-honore-st-chicago-il/mxww6xl/,
Dalet Park,"1441 W Jarvis Ave, Chicago, IL",60626,"$1,686","$2,258",1-3 Beds,,https://www.apartments.com/dalet-park-chicago-il/w5rnp2l/,
858 N Franklin St,"858 N Franklin St, Chicago, IL",60610,"$4,017","$4,017",2 Beds,,https://www.apartments.com/858-n-franklin-chicago-il/khgw4wb/,
851 W Montrose Ave,"851 W Montrose Ave, Chicago, IL",60613,Call for Rent,Call for Rent,Studio,,https://www.apartments.com/851-w-montrose-avenue-chicago-il/0kynhc2/,
441 W. Barry,"441 W Barry Ave, Chicago, IL",60657,"$1,454","$1,790",Studio - 1 Bed,,https://www.apartments.com/441-w-barry-chicago-il/y65nc2t/,
1101 E. Hyde Park Boulevard,"1101-1123 E Hyde Park Blvd, Chicago, IL",60615,"$1,450","$3,990",1-3 Beds,,https://www.apartments.com/1101-e-hyde-park-boulevard-chicago-il/9vdtbb6/,
The Del Prado,"5307 S Hyde Park Blvd, Chicago, IL",60615,"$1,655","$8,790",Studio - 3 Beds,,https://www.apartments.com/the-del-prado-chicago-il/ttgshg9/,
2500 N Halsted St,"2500 N Halsted St, Chicago, IL",60614,"$4,672","$4,672",3 Beds,,https://www.apartments.com/2500-n-halsted-st-chicago-il/s21pyq6/,
City Hyde Park,"5105 S Harper Ave, Chicago, IL",60615,"$2,475","$8,407",Studio - 3 Beds,,https://www.apartments.com/city-hyde-park-chicago-il/qr3xlty/,
930 W. Winona,"930 W Winona St, Chicago, IL",60640,"$1,100","$1,595",Studio - 1 Bed,,https://www.apartments.com/930-w-winona-chicago-il/bfljpjc/,
10 E. Ontario St.,"10 E Ontario St, Chicago, IL",60611,"$1,995","$2,400",1 Bed,,https://www.apartments.com/10-e-ontario-st-chicago-il/dt9fhkk/,
Loyola Beach Apartments,"7064 N Sheridan Rd, Chicago, IL",60626,"$1,399","$1,599",Studio - 1 Bed,,https://www.apartments.com/loyola-beach-apartments-chicago-il/g4jsssx/,
5339-5345 S. Woodlawn Avenue,"5339-5345 S Woodlawn Ave, Chicago, IL",60615,"$1,690","$5,270",2-4 Beds,,https://www.apartments.com/5339-5345-s-woodlawn-avenue-chicago-il/p2kz1et/,
450 West Melrose Apartments,"450 W Melrose St, Chicago, IL",60657,"$1,399","$1,706",Studio - 1 Bed,,https://www.apartments.com/450-west-melrose-apartments-chicago-il/9klc756/,
The Patricians,"401-411 W Fullerton Pky, Chicago, IL",60614,"$1,675","$1,675",Studio - 3 Beds,,https://www.apartments.com/the-patricians-chicago-il/fg2zx1t/,
Farcroft Park,"1337 W Fargo Ave, Chicago, IL",60626,"$1,478","$2,570",1-2 Beds,,https://www.apartments.com/farcroft-park-chicago-il/9zqntk7/,
The Milwood,"1422-1426 N Milwaukee Ave, Chicago, IL",60622,"$1,795","$1,795",Studio,,https://www.apartments.com/the-milwood-chicago-il/d74mqyj/,
The Raven Residences,"1825 W Lawrence Ave, Chicago, IL",60640,Call for Rent,Call for Rent,Studio - 2 Beds,,https://www.apartments.com/the-raven-residences-chicago-il/jyhtjv5/,
Avenue on Kenwood - Co-Living,"6156 S Kenwood Ave, Chicago, IL",60637,"$1,200","$1,800",1 Bed,,https://www.apartments.com/avenue-on-kenwood-co-living-chicago-il/8eff7j3/,
330 S. Wells St,"330 S Wells St, Chicago, IL",60606,"$1,755","$2,305",Studio - 1 Bed,,https://www.apartments.com/330-s-wells-st-chicago-il/kh9zlv9/,
5452 S. Ellis Avenue,"5452-5466 S Ellis Ave, Chicago, IL",60615,"$1,805","$5,092",1-4 Beds,,https://www.apartments.com/5452-s-ellis-avenue-chicago-il/tm77b08/,
Onyx on Sheridan,"5036 N Sheridan Rd, Chicago, IL",60640,"$1,075","$1,525",Studio - 1 Bed,,https://www.apartments.com/onyx-on-sheridan-chicago-il/2rjq5lb/,
Woodlawn Terrace,"4726-4740 S Woodlawn Ave, Chicago, IL",60615,"$1,050","$3,500",Studio - 2 Beds,,https://www.apartments.com/woodlawn-terrace-chicago-il/lsggedd/,
1040 Hollywood,"1040 W Hollywood, Chicago, IL",60660,"$1,395","$1,395",1 Bed,,https://www.apartments.com/1040-hollywood-chicago-il/2sjxh08/,
6456 N Magnolia Ave,"6456 N Magnolia Ave, Chicago, IL",60626,"$3,800","$4,625",4-5 Beds,,https://www.apartments.com/6456-n-magnolia-ave-chicago-il/yfk6x0s/,
2756 N Pine Grove Ave,"2756 N Pine Grove Ave, Chicago, IL",60614,"$1,729","$2,538",1-2 Beds,,https://www.apartments.com/2756-n-pine-grove-ave-chicago-il/tckhlv8/,
1100 North Lasalle,"1100 N La Salle Blvd, Chicago, IL",60610,"$1,440","$1,934",Studio - 1 Bed,,https://www.apartments.com/1100-north-lasalle-chicago-il/t14bhl8/,
536 W. Addison,"536 W Addison St, Chicago, IL",60613,"$1,304","$1,665",Studio - 1 Bed,,https://www.apartments.com/536-w-addison-chicago-il/52f76rq/,
515 W. Briar,"515 W Briar Pl, Chicago, IL",60657,"$1,360","$1,875",Studio - 1 Bed,,https://www.apartments.com/515-w-briar-chicago-il/59y5s8q/,
451 W. Wrightwood,"451 W Wrightwood Ave, Chicago, IL",60614,"$1,445","$4,995",Studio,,https://www.apartments.com/451-w-wrightwood-chicago-il/307349f/,
6849-6875 S Crandon Ave,"6849-6875 S Crandon Ave, Chicago, IL",60649,"$1,375","$1,375",2 Beds,,https://www.apartments.com/6849-6875-s-crandon-ave-chicago-il/6sy9xwr/,
Hugo River North,"751 N Hudson Ave, Chicago, IL",60654,"$1,795","$5,246",Studio - 3 Beds,,https://www.apartments.com/hugo-river-north-chicago-il/1gcsd67/,
6455 N Glenwood Ave,"6455 N Glenwood Ave, Chicago, IL",60626,"$3,500","$4,625",4-5 Beds,,https://www.apartments.com/6455-n-glenwood-ave-chicago-il/r4xeeb0/,
North Shore Apartments,"6633 N Sheridan Rd, Chicago, IL",60626,"$1,175","$1,475",Studio - 1 Bed,,https://www.apartments.com/north-shore-apartments-chicago-il/xnf485p/,
211 E. Delaware,"211 E Delaware Pl, Chicago, IL",60611,"$1,335","$4,995",Studio,,https://www.apartments.com/211-e-delaware-chicago-il/nqtnrkp/,
443 Wrightwood,"443 W Wrightwood Ave, Chicago, IL",60614,"$1,365","$1,365",Studio,,https://www.apartments.com/443-wrightwood-chicago-il/gd03nex/,
The Grand Central,"221 W Harrison St, Chicago, IL",60607,"$1,710","$7,200",Studio - 3 Beds,,https://www.apartments.com/the-grand-central-chicago-il/8440312/,
The Bachelor,"1140 W Wilson Ave, Chicago, IL",60640,"$1,040","$1,040",Studio,,https://www.apartments.com/the-bachelor-chicago-il/4x8sv8h/,
6749 S Dorchester Ave,"6749 S Dorchester Ave, Chicago, IL",60637,"$1,859","$1,900",2 Beds,,https://www.apartments.com/6749-s-dorchester-ave-chicago-il/56c585m/,
Luxury Student Housing at Leavitt Place,"2157 W 21st St, Chicago, IL",60608,$950,$950,6 Beds,,https://www.apartments.com/luxury-student-housing-at-leavitt-place-chicago-il/st4k3j7/,
Astoria Properties,"1718-1732 E 70th St, Chicago, IL",60649,"$1,150","$1,400",1-2 Beds,,https://www.apartments.com/astoria-properties-chicago-il/q0gjg4z/,
4600 Beacon,"4600-4608 N Beacon St, Chicago, IL",60640,"$1,070","$1,395",Studio - 1 Bed,,https://www.apartments.com/4600-beacon-chicago-il/95qxbc4/,
5500 S. Cornell Avenue,"5493 S Cornell Ave, Chicago, IL",60637,"$1,025","$3,990",Studio - 4 Beds,,https://www.apartments.com/5500-s-cornell-avenue-chicago-il/stsyr94/,
Southland Village,"6253 S Michigan Ave, Chicago, IL",60637,Call for Rent,Call for Rent,1-3 Beds,,https://www.apartments.com/southland-village-chicago-il/vq8fn4d/,
